id_evento,ot_utc,magnitud,tipo_magnitud,fases,rms,azgap,latitud,longitud,profundidad_km,agencia,autor,region
csn_sc62026nouoi,2026-07-13 01:15:05,3.2,MLv,19,0.26,174,-30.9068,-71.5820,30.7,CSN,sali,Near Coast of Central Chile
csn_sc62026novvg,2026-07-13 01:53:56,,,7,1.17,297,-28.6292,-76.8886,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Off Coast of Central Chile
csn_sc62026nowbd,2026-07-13 02:04:31,2.4,M,9,0.25,239,-21.7200,-68.5273,129.6,CSN,sali,Chile-Bolivia Border Region
csn_sc62026nowvf,2026-07-13 02:24:13,,,7,1.68,275,-25.8217,-64.6211,217.5,CSN,scautoloc2@prod-pub-seiscomp6,"Salta Province, Argentina"
csn_sc62026noyje,2026-07-13 03:10:46,,,5,0.62,322,-21.0581,-92.2533,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Southeast Central Pacific Ocean
csn_sc62026noymb,2026-07-13 03:14:08,,,8,0.97,306,-15.0558,-65.7445,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Central Bolivia
csn_sc62026noyud,2026-07-13 03:23:46,2.8,MLv,9,0.20,277,-31.5292,-68.9494,146.8,CSN,sali,"San Juan Province, Argentina"
csn_sc62026noztw,2026-07-13 03:53:36,1.9,M,12,0.59,129,-34.7923,-70.9863,36.9,CSN,scautoloc3@prod-pub-seiscomp6,Chile-Argentina Border Region
csn_sc62026nozvg,2026-07-13 03:55:09,2.7,MLv,21,0.32,89,-18.9897,-69.5755,8.6,CSN,sali,Northern Chile
csn_sc62026npagn,2026-07-13 04:08:17,2.3,M,8,0.64,231,-30.6099,-69.7404,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Chile-Argentina Border Region
csn_sc62026nparm,2026-07-13 04:21:06,2.9,MLv,26,0.29,124,-21.1476,-69.0056,115.7,CSN,sali,Northern Chile
csn_sc62026npbqz,2026-07-13 04:51:59,1.7,M,9,0.15,147,-18.8091,-69.5302,100.4,CSN,sali,Northern Chile
csn_sc62026npcnb,2026-07-13 05:16:31,3.2,MLv,15,0.29,190,-24.2714,-68.8762,95.1,CSN,sali,Chile-Argentina Border Region
csn_sc62026npcsa,2026-07-13 05:22:21,2.9,MLv,11,0.30,269,-24.2944,-67.4919,203.3,CSN,sali,Chile-Argentina Border Region
csn_sc62026npdgg,2026-07-13 05:38:54,3.5,M,26,0.34,240,-32.0267,-69.0703,198.8,CSN,scautoloc2@prod-pub-seiscomp6,"Mendoza Province, Argentina"
csn_sc62026npdls,2026-07-13 05:45:16,,,7,2.36,310,-33.8254,-93.1942,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Southeast Central Pacific Ocean
csn_sc62026npdti,2026-07-13 05:54:09,2.1,M,11,0.54,186,-20.9637,-70.2094,20.6,CSN,scautoloc2@prod-pub-seiscomp6,Near Coast of Northern Chile
csn_sc62026npeir,2026-07-13 06:12:06,2.7,M,11,0.59,217,-31.4065,-69.4899,107.6,CSN,scautoloc2@prod-pub-seiscomp6,"San Juan Province, Argentina"
csn_sc62026npfdw,2026-07-13 06:38:38,2.7,MLv,12,0.21,319,-36.2079,-70.9385,157.3,CSN,sali,Chile-Argentina Border Region
csn_sc62026npfgo,2026-07-13 06:39:55,2.8,MLv,19,0.29,205,-21.0572,-68.4535,142.0,CSN,sali,Chile-Bolivia Border Region
csn_sc62026npfpv,2026-07-13 06:49:53,,,31,0.61,256,-30.8068,-65.9648,320.5,CSN,scautoloc2@prod-pub-seiscomp6,"Cordoba Province, Argentina"
csn_sc62026npfpy,2026-07-13 06:50:54,1.7,M,12,0.63,277,-32.9265,-70.1107,40.9,CSN,scautoloc3@prod-pub-seiscomp6,Chile-Argentina Border Region
csn_sc62026npfxj,2026-07-13 06:59:28,2.2,M,15,0.29,89,-20.1516,-69.3571,60.6,CSN,scautoloc2@prod-pub-seiscomp6,Northern Chile
csn_sc62026npgch,2026-07-13 07:05:12,2.3,M,18,0.49,108,-20.5271,-69.3774,45.3,CSN,scautoloc2@prod-pub-seiscomp6,Northern Chile
csn_sc62026npgfq,2026-07-13 07:09:08,1.7,M,14,0.84,151,-33.2433,-71.4167,27.4,CSN,scautoloc3@prod-pub-seiscomp6,Near Coast of Central Chile
csn_sc62026npgna,2026-07-13 07:17:47,3.0,M,17,0.47,223,-31.5635,-69.3129,172.8,CSN,scautoloc2@prod-pub-seiscomp6,"San Juan Province, Argentina"
csn_sc62026npguk,2026-07-13 07:26:19,,,9,2.28,328,-26.9984,-43.4920,26.4,CSN,scautoloc2@prod-pub-seiscomp6,South Atlantic Ocean
csn_sc62026npgrl,2026-07-13 07:26:54,2.2,M,18,0.71,111,-30.5489,-71.4167,26.4,CSN,scautoloc2@prod-pub-seiscomp6,Near Coast of Central Chile
csn_sc62026nphie,2026-07-13 07:42:27,1.7,M,10,0.31,221,-28.7864,-71.4373,16.3,CSN,yole,Near Coast of Central Chile
csn_sc62026nphui,2026-07-13 07:56:33,2.0,M,22,0.44,310,-32.6865,-71.7378,10.0,CSN,scautoloc3@prod-pub-seiscomp6,Near Coast of Central Chile
csn_sc62026nphvw,2026-07-13 07:58:19,2.0,M,13,0.17,282,-32.7279,-70.1938,66.5,CSN,scautoloc3@prod-pub-seiscomp6,Chile-Argentina Border Region
csn_sc62026npilh,2026-07-13 08:16:18,,,7,0.94,346,-40.6892,-36.4182,10.0,CSN,scautoloc2@prod-pub-seiscomp6,South Atlantic Ocean
csn_sc62026npirc,2026-07-13 08:23:05,,,8,0.77,359,40.2270,-62.9397,10.0,CSN,scautoloc2@prod-pub-seiscomp6,North Atlantic Ocean
csn_sc62026npivc,2026-07-13 08:27:44,,,7,1.02,324,-25.4209,-96.0767,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Southeast Central Pacific Ocean
csn_sc62026npjxs,2026-07-13 09:01:07,,,7,0.93,327,-15.0693,-55.7312,5.0,CSN,scautoloc2@prod-pub-seiscomp6,Brazil
csn_sc62026npkes,2026-07-13 09:09:17,,,10,1.91,330,-32.7268,-54.8554,30.0,CSN,scautoloc@prod-pub-seiscomp6,Uruguay
csn_sc62026npkln,2026-07-13 09:19:06,3.7,MLv,29,0.36,178,-20.5968,-68.9252,95.0,CSN,yole,Chile-Bolivia Border Region
csn_sc62026npldu,2026-07-13 09:38:27,2.4,MLv,22,0.29,307,-32.2210,-71.2554,71.6,CSN,yole,Near Coast of Central Chile
csn_sc62026nplju,2026-07-13 09:45:29,2.5,MLv,33,0.29,306,-32.6319,-71.7569,21.8,CSN,yole,Near Coast of Central Chile
csn_sc62026nplkx,2026-07-13 09:46:38,2.9,M,12,0.23,286,-21.3142,-67.1028,240.1,CSN,yole,Chile-Bolivia Border Region
csn_sc62026npmeb,2026-07-13 10:09:08,3.2,MLv,8,0.27,342,-24.0596,-67.2167,188.9,CSN,yole,Chile-Argentina Border Region
csn_sc62026npmns,2026-07-13 10:20:19,2.7,MLv,30,0.40,149,-20.3158,-69.2609,100.4,CSN,yole,Northern Chile
csn_sc62026npmrl,2026-07-13 10:24:43,2.9,M,14,0.89,186,-23.2027,-68.5634,107.6,CSN,scautoloc2@prod-pub-seiscomp6,Northern Chile
csn_sc62026npmxh,2026-07-13 10:31:40,3.0,M,20,0.24,327,-31.6789,-69.9715,134.9,CSN,yole,"San Juan Province, Argentina"
csn_sc62026npnto,2026-07-13 10:57:28,2.7,M,13,0.50,290,-20.9866,-67.8895,182.9,CSN,yole,Southern Bolivia
csn_sc62026npoqv,2026-07-13 11:24:37,2.2,M,11,0.63,254,-35.2118,-71.3364,26.4,CSN,scautoloc3@prod-pub-seiscomp6,Central Chile
csn_sc62026npqar,2026-07-13 12:06:24,2.3,M,8,0.67,306,-33.9475,-72.7865,10.0,CSN,scautoloc3@prod-pub-seiscomp6,Off Coast of Central Chile
csn_sc62026npqaz,2026-07-13 12:06:46,,,7,3.35,341,-33.3517,-85.8232,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Southeast Central Pacific Ocean
csn_sc62026npqkh,2026-07-13 12:17:37,2.7,M,11,0.31,318,-23.7602,-67.2135,237.8,CSN,yole,Chile-Argentina Border Region
csn_sc62026npqqr,2026-07-13 12:25:04,1.7,M,8,0.70,160,-21.2540,-69.8959,26.7,CSN,scautoloc2@prod-pub-seiscomp6,Northern Chile
csn_sc62026nprbl,2026-07-13 12:37:12,,,13,1.17,322,-28.5053,-49.8189,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Brazil
csn_sc62026nprer,2026-07-13 12:41:22,3.1,M,8,0.84,220,-20.5206,-68.6482,101.1,CSN,scautoloc2@prod-pub-seiscomp6,Chile-Bolivia Border Region
csn_sc62026nprkd,2026-07-13 12:47:43,2.0,M,9,2.56,152,-29.4314,-70.9817,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Central Chile
csn_sc62026nprqx,2026-07-13 12:55:37,2.5,MLv,8,0.14,319,-23.3817,-68.8576,95.8,CSN,yole,Northern Chile
csn_sc62026npshm,2026-07-13 13:14:58,3.2,MLv,15,0.22,316,-24.0313,-67.4047,191.7,CSN,mary,Chile-Argentina Border Region
csn_sc62026nptsb,2026-07-13 13:57:35,1.5,MLv,13,0.28,106,-21.6405,-69.6189,52.1,CSN,mary,Northern Chile
csn_sc62026npvoa,2026-07-13 14:53:31,,,5,0.94,186,-26.2066,-104.1165,10.0,CSN,scautoloc2@prod-pub-seiscomp6,Easter Island Region
csn_sc62026npvxt,2026-07-13 15:04:49,2.3,MLv,15,0.32,248,-19.6676,-70.6900,33.6,CSN,mary,Near Coast of Northern Chile
